0 -0.00476335 1.20165 -0.00952671 2.4033
1 -0.364475 0.606766 -0.72895 1.21353
2 -0.0786403 0.709092 -0.157281 1.41818
3 -0.09191 1.05552 -0.18382 2.11105
4 0.523733 1.20072 1.04747 2.40145
5 0.280737 0.851853 0.561474 1.70371
6 0.180402 0.959717 0.360803 1.91943
7 0.912381 1.28798 1.82476 2.57596
8 -0.716806 1.02061 -1.43361 2.04123
9 0.191422 1.06905 0.382843 2.1381
10 0.0528153 1.24803 0.105631 2.49606
11 0.319195 1.21693 0.63839 2.43386
12 0.345745 0.908278 0.691489 1.81656
13 0.0408941 0.541495 0.0817883 1.08299
14 0.150199 1.52049 0.300397 3.04098
15 0.107563 0.553396 0.215127 1.10679
16 0.140552 0.802858 0.281104 1.60572
17 -0.203137 1.03127 -0.406274 2.06254
18 0.147099 1.16843 0.294199 2.33686
19 0.138925 0.852347 0.277849 1.70469
20 -0.245613 0.845464 -0.491226 1.69093
21 0.447228 0.721093 0.894455 1.44219
22 -0.608797 1.34038 -1.21759 2.68076
23 0.100072 0.384788 0.200143 0.769576
24 -0.56074 1.1671 -1.12148 2.3342
25 0.243327 1.42499 0.486653 2.84998
26 -0.203755 0.640737 -0.407509 1.28147
27 0.0580684 0.845967 0.116137 1.69193
28 0.692437 0.821424 1.38487 1.64285
29 -0.176322 0.691004 -0.352645 1.38201
30 0.217339 0.855902 0.434678 1.7118
31 0.3378 1.19537 0.6756 2.39075
32 -0.503358 1.08484 -1.00672 2.16967
33 -0.177408 0.613468 -0.354817 1.22694
34 -0.394118 1.07601 -0.788236 2.15202
35 0.350633 1.32536 0.701267 2.65073
36 0.509804 0.652043 1.01961 1.30409
37 0.0972489 0.877251 0.194498 1.7545
38 0.0978741 0.742632 0.195748 1.48526
39 -0.112682 1.69774 -0.225365 3.39548
40 -0.305879 0.867884 -0.611759 1.73577
41 0.403443 0.780223 0.806886 1.56045
42 0.0219266 0.551988 0.0438532 1.10398
43 0.204617 0.655283 0.409235 1.31057
44 -0.255741 0.845069 -0.511481 1.69014
45 0.50574 1.10675 1.01148 2.2135
46 -0.175641 1.52451 -0.351283 3.04901
47 -0.111536 1.0341 -0.223072 2.06821
48 -0.0754865 0.545809 -0.150973 1.09162
49 0.191933 0.880557 0.383865 1.76111
50 0.178311 1.07786 0.356622 2.15572
51 -0.268498 0.617781 -0.536995 1.23556
52 0.0199044 0.77008 0.0398088 1.54016
53 0.356569 1.18812 0.713138 2.37625
54 0.563 1.08362 1.126 2.16724
55 -0.264576 0.936228 -0.529152 1.87246
56 0.158573 0.957691 0.317146 1.91538
57 0.0169625 0.485147 0.033925 0.970294
58 0.382631 1.15102 0.765263 2.30204
59 -0.549449 0.647618 -1.0989 1.29524
60 -0.534575 1.24991 -1.06915 2.49982
61 0.306737 0.774425 0.613474 1.54885
62 -0.165625 0.906708 -0.331249 1.81342
63 0.0725504 1.21881 0.145101 2.43763
64 -0.0103495 0.792845 -0.0206991 1.58569
65 0.182282 0.924878 0.364564 1.84976
66 -0.495642 1.34538 -0.991283 2.69077
67 -0.0113024 1.11013 -0.0226049 2.22026
68 -0.40055 1.00917 -0.8011 2.01834
69 -0.0421594 0.807687 -0.0843189 1.61537
70 -0.155042 1.03612 -0.310084 2.07225
71 -0.421907 1.09649 -0.843813 2.19299
72 0.0243579 1.31659 0.0487157 2.63318
73 0.218965 1.18124 0.437931 2.36248
74 -0.332089 0.787288 -0.664179 1.57458
75 0.0957244 0.815773 0.191449 1.63155
76 -0.0497385 0.956269 -0.099477 1.91254
77 0.379869 0.725337 0.759737 1.45067
78 0.0611378 0.744595 0.122276 1.48919
79 0.000471445 1.12027 0.00094289 2.24053
80 -0.131215 0.890551 -0.26243 1.7811
81 0.556951 0.706092 1.1139 1.41218
82 0.215062 1.05756 0.430125 2.11511
83 -0.0727342 0.795877 -0.145468 1.59175
84 -0.348328 0.747812 -0.696657 1.49562
85 0.086028 0.834656 0.172056 1.66931
86 -0.236766 1.13548 -0.473532 2.27096
87 -0.106728 0.705055 -0.213456 1.41011
88 -0.271626 0.903265 -0.543252 1.80653
89 0.434951 0.586603 0.869901 1.17321
90 -0.820832 0.756755 -1.64166 1.51351
91 0.0168706 1.10764 0.0337412 2.21529
92 0.0354131 0.86519 0.0708263 1.73038
93 0.0857389 1.07676 0.171478 2.15353
94 0.515661 0.966783 1.03132 1.93357
95 0.197415 0.871234 0.394829 1.74247
96 -0.435775 1.02514 -0.87155 2.05027
97 -0.342599 0.920302 -0.685198 1.8406
98 0.178594 1.03306 0.357188 2.06613
99 0.202459 0.675936 0.404917 1.35187
100 -0.173616 0.684548 -0.347233 1.3691
101 0.44621 0.791977 0.89242 1.58395
102 -0.22082 0.78695 -0.441641 1.5739
103 -0.370748 1.20622 -0.741496 2.41244
104 -0.34015 0.667947 -0.6803 1.33589
105 0.0855559 0.917325 0.171112 1.83465
106 0.393707 0.931206 0.787415 1.86241
107 0.176583 0.55086 0.353166 1.10172
108 0.0457959 1.09273 0.0915917 2.18546
109 0.644812 1.01573 1.28962 2.03147
110 0.546496 0.892274 1.09299 1.78455
111 0.631809 1.02136 1.26362 2.04273
112 0.160723 0.692946 0.321447 1.38589
113 -0.123211 0.975966 -0.246421 1.95193
114 -0.0837476 0.824011 -0.167495 1.64802
115 0.474403 0.706814 0.948806 1.41363
116 0.302162 1.07541 0.604324 2.15082
117 -0.0509585 0.980758 -0.101917 1.96152
118 0.319125 0.792088 0.63825 1.58418
119 0.147 1.00823 0.294 2.01646
120 0.13665 1.21881 0.273299 2.43762
121 0.474925 0.882069 0.949851 1.76414
122 -0.00111053 0.603999 -0.00222106 1.208
123 -0.373021 0.647257 -0.746042 1.29451
124 0.275694 0.745328 0.551387 1.49066
125 0.103395 0.636656 0.206789 1.27331
126 0.108926 1.3426 0.217852 2.6852
127 -0.0665139 1.31676 -0.133028 2.63353
128 0.461622 1.02561 0.923244 2.05121
129 0.347138 0.946827 0.694277 1.89365
130 -0.212416 0.921394 -0.424832 1.84279
131 0.0394542 0.453363 0.0789083 0.906725
132 0.583628 0.712402 1.16726 1.4248
133 0.10665 0.786129 0.2133 1.57226
134 0.475282 0.911358 0.950563 1.82272
135 -0.0521388 0.888683 -0.104278 1.77737
136 -0.173809 1.31341 -0.347617 2.62682
137 -0.119368 1.02682 -0.238736 2.05365
138 0.864717 0.975476 1.72943 1.95095
139 -0.167033 0.926067 -0.334065 1.85213
140 -0.0114612 0.833586 -0.0229224 1.66717
141 0.124087 1.14498 0.248174 2.28995
142 0.627016 1.04095 1.25403 2.08189
143 0.241264 0.497928 0.482527 0.995857
144 -0.0894327 0.945194 -0.178865 1.89039
145 0.0338817 0.984937 0.0677634 1.96987
146 0.311517 0.768082 0.623034 1.53616
147 -0.263591 0.968538 -0.527182 1.93708
148 -0.197031 0.970755 -0.394062 1.94151
149 -0.0307582 1.67799 -0.0615164 3.35599
150 0.385327 0.78919 0.770654 1.57838
151 0.0555348 0.590538 0.11107 1.18108
152 0.458055 0.746062 0.91611 1.49212
153 -0.0453064 0.778746 -0.0906128 1.55749
154 -0.135976 1.07035 -0.271952 2.14071
155 -0.148076 1.02304 -0.296152 2.04607
156 -0.108905 0.913596 -0.217811 1.82719
157 -0.492608 1.05558 -0.985216 2.11115
158 0.769588 0.85343 1.53918 1.70686
159 -0.23586 0.877774 -0.471721 1.75555
160 -0.371299 1.00748 -0.742597 2.01496
161 0.906353 0.993074 1.81271 1.98615
162 -0.130023 0.996059 -0.260045 1.99212
163 0.27703 1.18378 0.55406 2.36757
164 0.314901 0.784172 0.629801 1.56834
165 -0.295999 1.17885 -0.591999 2.35771
166 0.0978774 0.825467 0.195755 1.65093
167 0.211088 1.1239 0.422175 2.24779
168 -0.294323 0.698705 -0.588646 1.39741
169 0.167499 0.704968 0.334998 1.40994
170 0.244566 1.22351 0.489132 2.44703
171 -0.17906 1.33896 -0.358121 2.67793
172 -0.47127 1.03056 -0.942539 2.06112
173 0.346451 1.11453 0.692902 2.22907
174 -0.536987 0.79347 -1.07397 1.58694
175 -0.138957 1.56402 -0.277914 3.12803
176 0.196305 0.957185 0.392611 1.91437
177 0.120859 0.829594 0.241718 1.65919
178 -0.35267 1.05208 -0.70534 2.10416
179 -0.21131 0.848942 -0.422619 1.69788
180 -0.480388 1.03411 -0.960777 2.06822
181 0.623206 1.07814 1.24641 2.15628
182 -0.237877 0.861559 -0.475753 1.72312
183 -0.616884 1.13652 -1.23377 2.27304
184 0.250426 0.370169 0.500852 0.740337
185 0.0990281 1.09516 0.198056 2.19033
186 -0.428375 0.802085 -0.856749 1.60417
187 -0.47064 0.70835 -0.94128 1.4167
188 0.00159542 0.59658 0.00319084 1.19316
189 0.0279948 0.7499 0.0559896 1.4998
190 -0.107922 1.13425 -0.215844 2.26851
191 0.541393 0.847273 1.08279 1.69455
192 -0.607703 0.937681 -1.21541 1.87536
193 -0.670082 0.316604 -1.34016 0.633207
194 -0.0290328 1.30502 -0.0580657 2.61005
195 -0.325892 0.761257 -0.651784 1.52251
196 0.221242 1.202 0.442483 2.404
197 -0.450412 0.665346 -0.900824 1.33069
198 0.290541 1.04963 0.581082 2.09926
199 0.498287 1.34467 0.996573 2.68933
200 -0.0536029 1.21701 -0.107206 2.43402
201 0.506325 1.29014 1.01265 2.58028
202 -0.0421542 1.26283 -0.0843083 2.52566
203 0.36966 1.12482 0.73932 2.24965
204 0.0160351 0.979027 0.0320701 1.95805
205 0.00314393 0.80419 0.00628786 1.60838
206 0.148718 0.615215 0.297436 1.23043
207 -0.320409 0.861718 -0.640817 1.72344
208 -0.39064 1.20994 -0.781281 2.41988
209 0.333417 1.18209 0.666833 2.36419
210 0.122772 0.994954 0.245544 1.98991
211 0.241863 1.14086 0.483725 2.28172
212 0.162025 0.904618 0.32405 1.80924
213 -0.762244 0.997225 -1.52449 1.99445
214 -0.472153 0.674778 -0.944306 1.34956
215 0.212956 0.746633 0.425911 1.49327
216 -0.62024 0.67745 -1.24048 1.3549
217 0.084054 1.00122 0.168108 2.00243
218 -0.107384 0.976611 -0.214769 1.95322
219 0.283687 1.12855 0.567375 2.2571
220 0.208884 0.814835 0.417768 1.62967
221 -0.41111 1.15774 -0.82222 2.31548
222 -0.526363 1.10827 -1.05273 2.21653
223 0.175994 0.672536 0.351987 1.34507
224 -0.0150132 1.35515 -0.0300265 2.7103
225 0.321499 0.846521 0.642998 1.69304
226 -0.269207 1.1911 -0.538414 2.3822
227 -0.286458 1.10471 -0.572917 2.20942
228 -0.330997 0.773353 -0.661994 1.54671
229 0.546849 1.03465 1.0937 2.06931
230 0.00385501 0.72378 0.00771003 1.44756
231 0.139989 1.13444 0.279978 2.26888
232 0.0011199 1.10929 0.0022398 2.21858
233 -0.0318759 0.722377 -0.0637518 1.44475
234 0.0380221 0.824227 0.0760442 1.64845
235 0.276831 0.575997 0.553661 1.15199
236 -0.398912 1.29034 -0.797825 2.58067
237 -0.0111289 0.83122 -0.0222578 1.66244
238 0.620083 1.14459 1.24017 2.28918
239 -0.108324 0.988362 -0.216647 1.97672
240 -0.26605 1.23472 -0.532099 2.46944
241 0.349345 0.844027 0.69869 1.68805
242 0.371688 1.05836 0.743376 2.11671
243 -0.13337 1.39972 -0.266739 2.79945
244 -0.453312 1.30473 -0.906624 2.60947
245 -0.0520708 1.21843 -0.104142 2.43687
246 0.490826 1.03649 0.981652 2.07299
247 0.11991 0.866507 0.23982 1.73301
248 -0.0276717 1.02987 -0.0553435 2.05974
249 0.0619853 0.939149 0.123971 1.8783
250 -0.0422903 1.22593 -0.0845806 2.45186
251 0.836203 1.05346 1.67241 2.10692
252 0.274462 1.25468 0.548923 2.50935
253 -0.0709875 0.871013 -0.141975 1.74203
254 0.433491 1.2215 0.866983 2.44301
255 -0.0446526 0.768135 -0.0893051 1.53627
256 -0.0116595 1.37474 -0.023319 2.74947
257 0.53114 0.745297 1.06228 1.49059
258 0.396946 0.741862 0.793891 1.48372
259 0.156155 0.910648 0.31231 1.8213
260 0.348622 0.957187 0.697244 1.91437
261 -0.13273 0.868404 -0.26546 1.73681
262 0.312673 0.488666 0.625346 0.977333
263 0.0955031 1.21654 0.191006 2.43309
264 0.0285114 1.15644 0.0570228 2.31289
265 0.383596 0.675474 0.767192 1.35095
266 0.108861 1.06658 0.217722 2.13316
267 -0.393052 0.873995 -0.786104 1.74799
268 -0.14592 0.825121 -0.291839 1.65024
269 0.345878 0.846538 0.691756 1.69308
270 0.263024 0.977654 0.526049 1.95531
271 -0.0318791 1.52589 -0.0637582 3.05179
272 -0.302834 1.32487 -0.605667 2.64974
273 0.00273098 1.09348 0.00546196 2.18695
274 -0.0126431 1.09218 -0.0252861 2.18436
